2025-04-26 01:42:21.650 | INFO     | app.main:lifespan:15 - Starting application...
2025-04-26 01:48:21.526 | INFO     | app.utils:wrapper:76 - Starting 'Emotionally Intelligent LLM Call'...
2025-04-26 01:48:24.135 | INFO     | app.llm_service:generate_emotional_response:78 - Final emotional response preview: 'Oh sweetheart, that wave of lavender must have been so bittersweet, li...'
2025-04-26 01:48:24.135 | INFO     | app.utils:wrapper:86 - 'Emotionally Intelligent LLM Call' completed successfully in 2.6093 seconds.
2025-04-26 01:48:24.136 | WARNING  | app.main:chat_endpoint:135 - [ReqID: req_c315b701] Cache set error: 'Settings' object has no attribute 'CACHE_TTL'
2025-04-26 01:48:24.136 | INFO     | app.main:chat_endpoint:140 - [ReqID: req_c315b701] Processed in 4.0787s.
2025-04-26 01:48:36.904 | INFO     | app.main:chat_endpoint:78 - [ReqID: req_1a362751] Chat request: '“Last night, I stared at my reflection in the dark...'
2025-04-26 01:48:36.906 | ERROR    | app.cache:get_redis:42 - Redis pool is not initialized or connection failed.
2025-04-26 01:48:36.906 | INFO     | app.utils:wrapper:76 - Starting 'Advanced Emotion Analysis'...
2025-04-26 01:48:37.642 | INFO     | app.utils:wrapper:86 - 'Advanced Emotion Analysis' completed successfully in 0.7355 seconds.
2025-04-26 01:48:37.642 | INFO     | app.utils:wrapper:76 - Starting 'Emotionally Intelligent LLM Call'...
2025-04-26 01:48:40.206 | INFO     | app.llm_service:generate_emotional_response:78 - Final emotional response preview: 'It sounds like you're standing at a crossroads, pulled between the saf...'
2025-04-26 01:48:40.206 | INFO     | app.utils:wrapper:86 - 'Emotionally Intelligent LLM Call' completed successfully in 2.5642 seconds.
2025-04-26 01:48:40.207 | WARNING  | app.main:chat_endpoint:135 - [ReqID: req_1a362751] Cache set error: 'Settings' object has no attribute 'CACHE_TTL'
2025-04-26 01:48:40.207 | INFO     | app.main:chat_endpoint:140 - [ReqID: req_1a362751] Processed in 3.3037s.
2025-04-26 01:48:49.626 | INFO     | app.main:chat_endpoint:78 - [ReqID: req_f3c573b5] Chat request: '“Sometimes, when the rain taps my window at 3 a.m....'
2025-04-26 01:48:49.628 | ERROR    | app.cache:get_redis:42 - Redis pool is not initialized or connection failed.
2025-04-26 01:48:49.629 | INFO     | app.utils:wrapper:76 - Starting 'Advanced Emotion Analysis'...
2025-04-26 01:48:50.352 | INFO     | app.utils:wrapper:86 - 'Advanced Emotion Analysis' completed successfully in 0.7237 seconds.
2025-04-26 01:48:50.353 | INFO     | app.utils:wrapper:76 - Starting 'Emotionally Intelligent LLM Call'...
2025-04-26 01:48:53.509 | INFO     | app.llm_service:generate_emotional_response:78 - Final emotional response preview: 'That's a lot to carry, feeling both the universe's gentle affirmation ...'
2025-04-26 01:48:53.510 | INFO     | app.utils:wrapper:86 - 'Emotionally Intelligent LLM Call' completed successfully in 3.1573 seconds.
2025-04-26 01:48:53.511 | WARNING  | app.main:chat_endpoint:135 - [ReqID: req_f3c573b5] Cache set error: 'Settings' object has no attribute 'CACHE_TTL'
2025-04-26 01:48:53.512 | INFO     | app.main:chat_endpoint:140 - [ReqID: req_f3c573b5] Processed in 3.8853s.
2025-04-26 01:53:03.793 | INFO     | app.main:lifespan:26 - Shutting down...
2025-04-26 01:53:03.797 | INFO     | app.main:lifespan:28 - Shutdown complete.
